"Adjust Qty","Ajuste de cantidad"
"Adjustment Discount","Adjustment Discount"
"Adjustment Fee","Adjustment Fee"
"After payment selection","Después de elegir la forma de pago"
"AfterPay","AfterPay"
"Ajax authorization not supported.","Autorización Ajax no es compatibl"
"Alias","Alias"
"Alias For Display","Alias ​​para la exhibición"
"Alias Gateway","Alias Gateway"
"Alias Manager","Alias Manager"
"Alias Token","Alias Token"
"Alias manager","Alias manager"
"All Customers","All Customers"
"All country codes must match.","Todos los códigos de país deben coincidir."
"Allowed Currencies","Allowed Currencies"
"Allowed currencies for this payment method","Moneda permitida para esta forma de pago"
"Already registered?","Already registered?"
"Always Checkout as Guest","Always Checkout as Guest"
"American Express","American Express"
"Amount","Montante"
"Amount Incl. Tax","Amount Incl. Tax"
"An expiry month must be selected.","Un mes de vencimiento debe ser seleccionado."
"An expiry year must be selected.","Un año de expiración debe ser seleccionado."
"Are you a German merchant?","¿Es usted un comerciante alemán?"
"Are you sure you want to cancel this order?","Are you sure you want to cancel this order?"
"Austria (AT)","Austria (AT)"
"Author","Author"
"Authorization Amount","Importe de autorisación"
"Authorization Failed","Autorisación fallada"
"Authorization Method","Método de autorización"
"Authorization is uncertain.","Autorización está incierta"
"Authorization refused","Authorization refused"
"Authorized Status","Estado autorizado"
"Await Notification","Await Notification"
"Awaiting confirmation","Awaiting confirmation"
"BIC","BIC"
"Background Color","Background Color"
"Bad signature format.","Bad signature format."
"Bank Location","Banco Ubicación"
"Bank Name","Nombre del banco"
"Bank account number","Número de cuenta bancaria"
"Bank code number","Código bancario"
"Before payment selection","Antes de elegir la forma de pago"
"Belgium (BE)","Bélgica (BE)"
"BillPay","BillPay"
"Billing Address","Billing Address"
"Billing Information","Billing Information"
"Billing address","Dirección de facturación"
"Billpay","Billpay"
"Brand","Brand"
"Brand Country","Marca País"
"Brand Name","Brand Name"
"Brand and card number do not match.","Tipo de la tarjeta y número de tarjeta no coinciden."
"Button Background Color","Button Background Color"
"Button Text Color","Button Text Color"
"By setting the capturing the reservation can be captured directly after the order or later manually over the backend of the store.","By setting the capturing the reservation can be captured directly after the order or later manually over the backend of the store."
"CVC Code","CVC código"
"Cancel","Cancel"
"Cancel ID","Cancel ID"
"Cancel pending orders when out of stock","Cancelar órdenes pendientes si el artículo ya no está en stock"
"Cancel status","Cancelar Estado"
"Canceled OgoneCw","Canceled OgoneCw"
"Canceling of this payment not possible!","La cancelación de este pago no es posible"
"Cancelled Status","Estado Cancelado"
"Cannot update item quantity.","No se puede actualizar la cantidad de artículo."
"Capture (Don't Close)","Capture (Don't Close)"
"Capture Amount","Capture Amount"
"Capture ID","Capture ID"
"Capture amount","Cantidad de captura"
"Capture information","Informaciones de la contabilización"
"Capture status","El estado de captura"
"Capture: Don't Close","Capture: Don't Close"
"Captured Amount","Importe reembolsado"
"Captured Status","Estado Capturado"
"Captures","Captures"
"Captures & Refunds","Captures & Refunds"
"Capturing","Captura"
"Card Expiration","Fecha de vencimiento de la tarjeta"
"Card Expiry Date","Fecha de caducidad de la tarjeta"
"Card Holder Name","Titular de tarjeta"
"Card IP address country does not match with the billing country.","País de la dirección IP de tarjeta no coincide con el país de facturación."
"Card Number","Número de tarjeta"
"Card issue country was on the black list and hence the transaction is marked as uncertain.","País expedición de la tarjeta estaba en la lista de negro y, por tanto, la transacción se marca como incierto."
"Card issue country was on the white list and hence the transaction is marked as uncertain.","País expedición de la tarjeta estaba en la lista blanca y, por tanto, la transacción se marca como incierto."
"Card issuer country does not match with the IP address country.","País emisor de la tarjeta no coincide con el país de direcciones IP."
"Card issuer country does not match with the billing country.","País emisor de la tarjeta no coincide con el país de facturación."
"Carrier Title","Carrier Title"
"Carte Bleue","Carte Bleue"
"Check out faster","Check out faster"
"Check to activate the external checkout.","Check to activate the external checkout."
"Checkout","Checkout"
"Checkout as Guest","Checkout as Guest"
"Checkout as a Guest or Register","Checkout as a Guest or Register"
"Checkout as a new customer","Checkout as a new customer"
"Checkout using your account","Checkout using your account"
"Checkout with MasterPass.","Checkout with MasterPass."
"Choose settlement after order in case you want an invoice to be created with your oder. The state of the invoice will set according to your capture status","Selecciona 'Creación después del pedido' si quiere que se crea una factura con el pedido. El estado de la factura basa en la el estado contabilización."
"Company Commercial Number","Compañía Número Comercial"
"Confirm Password","Confirm Password"
"Continue","Continuar"
"Copy the SHA-IN signature in the module and in the back-end of Ogone under the menu Technical Information > Origin Verification.","Copie la firma SHA-IN en el módulo y en el back-end de Ogone en el menú Technical Information > Origin Verification."
"Copy the SHA-OUT signature in the module and in the back-end of Ogone under and Technical Information > Transaction Feedback.","Copie la firma SHA-OUT en el módulo y en el back-end de Ogone en Technical Information > Transaction Feedback."
"Could not convert object of type '!type' to string.","No se pudo convertir el objeto de tipo '!type' a string."
"Could not find a brand for the given card number.","No se pudo encontrar una marca para el número de la tarjeta dada."
"Could not find pressed button.","No se pudo encontrar el botón presionado."
"Could not find template file at default location '!location'.","No se pudo encontrar el archivo de plantilla en la ubicación predeterminada '!location'."
"Could not find the payment method !paymentMethodName.","No se pudo encontrar la forma de pago !paymentMethodName."
"Could not load layout from URL !url. Reason: !reason","No se pudo cargar el diseño de URL !url. Motivo: !reason"
"Country Check","País descubre"
"Create Account","Create Account"
"Create New Order - Payment","Create New Order - Payment"
"Create a recurring payment, with an existing alias is not supported","Create a recurring payment, with an existing alias is not supported"
"Create the SHA signatures (SHA-IN and SHA-OUT) with the !linkStart SHA signatures generator !linkEnd.","Crear las firmas SHA (SHA-IN y SHA-OUT) con el !linkStart SHA firmas generador !linkEnd."
"Creating an account has many benefits:","Creating an account has many benefits:"
"Creation Date","Creation Date"
"Credit Card Brands","Marcas de Tarjeta de Crédito"
"Credit Memo History","Credit Memo History"
"Credit Memo Totals","Credit Memo Totals"
"Credit memo's total must be positive.","Total del nota de crédito debe ser positivo."
"Currency","Moneda"
"Current Configuration Scope:","Alcance de configuración actual:"
"Customer Account","Customer Account"
"Customer Alias Management","Customer Alias Management"
"Customer failed to pay","Customer failed to pay"
"Customer successfully returned from OgoneCw","El cliente ha regresado con éxito de OgoneCw"
"Customer successfully returned from Ogone","Cliente regresó con éxito de Ogone"
"Customer sucessfully returned from the OgoneCw payment page.","Customer sucessfully returned from the OgoneCw payment page."
"Customers","Customers"
"Customweb","Customweb"
"Date","Fecha"
"Date of Birth","Fecha de nacimiento"
"Day","Día"
"Deactivate","Deactivate"
"Dear customer we have received your billing and shipping information. In order to finish your order please create an account below or checkout as guest.","Dear customer we have received your billing and shipping information. In order to finish your order please create an account below or checkout as guest."
"Dear customer, it appears to us that your payment was successful, but we are still waiting for confirmation. You can wait on this page and we will redirect you after we received the confirmation. Or you can close this window and we will send out an order confirmation email.","Dear customer, it appears to us that your payment was successful, but we are still waiting for confirmation. You can wait on this page and we will redirect you after we received the confirmation. Or you can close this window and we will send out an order confirmation email."
"Default Config","Configuración estándar"
"Default Values","Default Values"
"Deferred","Diferido"
"Deferred (authorization)","Deferred (authorization)"
"Deferred capturing","Contabilización retrasada"
"Deferred settlement","Creación retrasada"
"Define a maximal order total for this checkout to be available.","Define a maximal order total for this checkout to be available."
"Define a minimal order total for this checkout to be available.","Define a minimal order total for this checkout to be available."
"Define here the title which is shown on the payment page. If no title is defined here the default one is used.","Define here the title which is shown on the payment page. If no title is defined here the default one is used."
"Delayed","Retrasado"
"Delete","Borrar"
"Delivery address","Dirección de envío"
"Denmark (DK)","Dinamarca (DK)"
"Description","Descripción"
"Diners Club","Diners Club"
"Direct Debits","Direct Debits"
"Direct E-Banking","Direct E-Banking"
"Direct Link","Direct Link"
"Direct capture after order","Contabilización immediatamente después del pedido"
"Directly after order","Directamente después del pedido"
"Directly after order (sale)","Directly after order (sale)"
"Disabled","Desactivado"
"Discount","Immediatamente después del pedido"
"Discount Amount","Cantidad de Descuento"
"Discover Card","Discover Card"
"Do never mark the transaction as uncertain, except those from countries listed below.","En ningún caso deben marcar la transacción como incierto, excepto los de los países que figuran a continuación."
"Don't change order status","No cambie el estado del pedido"
"Don't change the layout of the payment page","No cambiar el diseño de la página de pago"
"Don't use template (standard Ogone)","No utilizar plantilla (por defecto Ogone)"
"During authorization","Durante la autorización"
"Dynamic Template","Plantilla dinámica"
"Edit","Editar"
"Edit Invoice #%s","Edit Invoice #%s"
"Edit Invoice %s","Edit Invoice %s"
"Email Address","Email Address"
"Empty version number field name","Empty version number field name"
"Enable or disable logging.","Enable or disable logging."
"Enable the desired payment methods.","Habilitar los métodos de pago que desee."
"Enable the payment method","Activar forma de pago"
"Enabled","Activado"
"Enter the PSPID for the test and live (if available) mode.","Introduzca el PSP ID para la prueba y vivir (si está disponible) de modo."
"Enter the PSPID of Ogone.","Entre su PSPID de Ogone."
"Enter the URLs in the PSP Technical Information > Transaction Feedback. Make sure that the feedback is set to &quot;Online but switch to a deferred request when the online requests fail&quot;.","Introduzca las URL de la Información Técnica PSP> Transaction Evaluación. Asegúrese de que las votaciones se ajusta a &quot;Online pero cambiar a una solicitud diferida cuando las peticiones en línea fail&quot;."
"Enter the date on which your card expires.","Introduzca la fecha en la que expira su tarjeta."
"Enter the live SHA-IN passphrase. This value must be identical to the one in the back-end of Ogone.","Introduzca el live SHA-IN frase de contraseña. Este valor debe ser idéntica a la que en el back-end de Ogone."
"Enter the live SHA-OUT passphrase. This value must be identical to the one in the back-end of Ogone.","Introduzca el live SHA-OUT frase de contraseña. Este valor debe ser idéntica a la que en el back-end de Ogone."
"Enter the test PSPID of Ogone.","Entre su PSPID de prueba de Ogone."
"Enter the test SHA-IN passphrase. This value must be identical to the one in the back-end of Ogone.","Introduzca el SHA-IN frase de contraseña de prueba. Este valor debe ser idéntica a la que en el back-end de Ogone."
"Enter the test SHA-OUT passphrase. This value must be identical to the one in the back-end of Ogone.","Introduzca el SHA-OUT frase de contraseña de prueba. Este valor debe ser idéntica a la que en el back-end de Ogone."
"Equens (Direct Debits NL)","Equens (Direct Debits NL)"
"Error with the length of the validation date.","Error with the length of the validation date."
"Excl. Tax","Excl. impuesto"
"Expiry date contains non-numeric data.","Fecha de caducidad contiene datos no numéricos."
"Expiry date is in wrong format.","Fecha de caducidad está en formato incorrecto"
"Expiry date must be in the future.","Fecha de caducidad debe ser en el futuro."
"External Checkout","External Checkout"
"External Checkout: Guest Checkout","External Checkout: Guest Checkout"
"Failed","Fallado"
"Failed payment authorization.","Error de autorización de pago."
"Failure during cancellation of the transaction. (Cancellation reason: Customer did not pay","Fallo durante la cancelación de la transacción. Razón de cancelación: Cliente no pagó"
"Failure during capturing of the transaction. Check the ____paymentServiceProvider____ backend for the current state of the transaction.","Failure during capturing of the transaction. Check the ____paymentServiceProvider____ backend for the current state of the transaction."
"Female","Femenino"
"Figure !number:","Figure !number:"
"Finland (FI)","Finlandia (FI)"
"Font Family","Font Family"
"For a maintenance request a payment id must be set on the transaction.","Para obtener una solicitud de mantenimiento una ID de pago se debe establecer en la transacción."
"Forgot Your Password?","Forgot Your Password?"
"Forgot your password?","Forgot your password?"
"France (FR)","Francia (FR)"
"Gender","Desconocido"
"Germany","Alemania"
"Germany (DE)","Alemania (DE)"
"Germany (no code)","Alemania (ningún código)"
"Get Update","Get Update"
"Great Britain (GB)","Gran Bretaña (GB)"
"Green","Green"
"HTTP Status Changes URL","URL para cambios de estado HTTP"
"HTTP Status for Refused Payments","Estado para pagos rechazados (de acuerdo a una petición HTTP para los cambios de estado)"
"HTTP Status for Successful Payments","Estado para pagos exitosos (de acuerdo a una petición HTTP para los cambios de estado)"
"Hash calculation method","Método de cálculo del hash"
"Here you can define a Shop ID. This is only necessary if you wish to operate several shops with one PSPID. In order to use this module, an additional module is required.","Aquí se puede definir un ID Shop. Esto sólo es necesario si desea utilizar varias tiendas con una PSPID. Para utilizar este módulo, se requiere un módulo adicional."
"Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Authorize.net. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id}).","Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Authorize.net. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id})."
"Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Ogone. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id}).","Aquí se puede definir un prefijo de orden. El prefijo le permite cambiar el número de orden que se transmite a Ogone El prefijo debe contener la etiqueta {id}. A continuación, se sustituye por el número de orden (por ejemplo nombre_{id})."
"Hide","Hide"
"Horizontally grouped logos with no group names","Logos agrupados horizontalmente sin nombres de grupo"
"Horizontally grouped logos with the name on the left side","Logos agrupados horizontalmente con el nombre en la parte izquierda"
"IBAN","IBAN"
"IBAN number","número IBAN"
"IP country and billing country code must match.","País IP y facturación código de país deben coincidir."
"IP country code and issuer country code must match.","Código de país de IP y emisor código de país deben coincidir."
"If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore.","Si sólo hay una unidad en stock y el pago del cliente (comprando esta unidad) falla, el producto está reservado hasta que la orden esta cancelada (vea la opción de tiempo de espera). Activa esta opción si desea que el producto NO está reservado. Ordenes con un estado de pago fallido o annulado entonces serán canceladas inmediatamente."
"If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore. Be careful though: If you enable this option, there is a chance that payments are made with the corresponding order being already canceled.","If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore. Be careful though: If you enable this option, there is a chance that payments are made with the corresponding order being already canceled."
"If it is not applicable leave the field empty.","Si no es aplicable deje el campo vacío."
"If the Alias Manager is used, the intended purpose is shown to the customer on the payment page. Through this the customer knows why his data is saved.","Si el Alias Manager ​​se utiliza, el uso previsto se muestra al cliente en la página de pago. Entonces el cliente sabe por qué sus datos se almacenan."
"If the status is 'Pending' it is unclear whether the transaction will be cancelled successfully.","Si el estado es ""pendiente"" no está claro si la transacción se cancelará con éxito."
"If the status is 'Pending' it is unclear whether the transaction will be captured successfully.","Si el estado es ""pendiente"" no está claro si la transacción será capturado con éxito."
"If the status is 'Pending' it is unclear whether the transaction will be refunded successfully.","Si el estado es ""pendiente"" no está claro si la transacción será devuelto con éxito."
"If the test mode is selected the test PSPID is used and the test SHA passphrases.","En el modo de prueba la PSPID de prueba y los contraseñas de prueba SHA se utilizan automáticamente"
"If the test mode is selected the test account is used. Otherwise the configured account is used.","If the test mode is selected the test account is used. Otherwise the configured account is used."
"If you have any issues with the module please feel free to contact us. See our <a href='https://www.sellxed.com/en/support' target='_blank'>support page</a> for more information.","If you have any issues with the module please feel free to contact us. See our <a href='https://www.sellxed.com/en/support' target='_blank'>support page</a> for more information."
"If you select this checkbox, the payment will be captured at the PSP and you can not add additional captures.","If you select this checkbox, the payment will be captured at the PSP and you can not add additional captures."
"If you would like to use recurring payments, you need our magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>.","If you would like to use recurring payments, you need our magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>."
"Image Brand Selection","Image Brand Selection"
"In case hidden authorization is used, the brand of the credit card is detected by the card number and the card number is validated accordingly. This setting enables the restriction of the allowed brands.","En caso de que se utiliza la autorización oculta, la marca de la tarjeta de crédito es detectado por el número de tarjeta y el número de tarjeta es validada en consecuencia. Esta configuración permite la restricción de las marcas permitidas."
"In case the payment page is used with this payment method the different credit card brands are listed on the payment page of Ogone. This setting controlls the display of them.","En caso de que la página de pago se utiliza con este método de pago de las diferentes marcas de tarjetas de crédito están listados en la página de pago de Ogone. Este ajuste controla que se muestran."
"In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited.","In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited."
"In some cases the transaction requires a few seconds until it is successfully authorized. When this option is enabled the user is hold until the transaction reach the final state. If this is not the case in 30 seconds a message is shown to the customer, which explains the situation.","In some cases the transaction requires a few seconds until it is successfully authorized. When this option is enabled the user is hold until the transaction reach the final state. If this is not the case in 30 seconds a message is shown to the customer, which explains the situation."
"Inactive","Incactivo"
"Incl. Tax","Incl. impuesto"
"Information","Information"
"Ingenico (Direct Debits AT)","Ingenico (Direct Debits AT)"
"Intended purpose of alias","Uso previsto del alias"
"Invalid CVC format.","Formato CVC no válido"
"Invalid expiry month.","Invalid mes de vencimiento."
"Invalid login or password.","Invalid login or password."
"Invoice Items","Artículos factura"
"Invoice Settlement","Invoice Settlement"
"Invoice Totals","Totales de las facturas"
"Invoice settlement","Creación de la factura."
"Invoice was created successfully","La cuenta ha sido creada con éxito"
"Invoices","Facturas"
"Issue Number","Número de emisión"
"Issuer country code and billing country code.","Código del país emisor y el código de país de facturación."
"It is not possible to checkout in your country.","It is not possible to checkout in your country."
"Italy (IT)","Translate from: ItalianItalia (IT)"
"Item","Item"
"Items","Items"
"Items Refunded","Items Refunded"
"JCB","JCB"
"Klarna","Klarna"
"Learn More","Learn More"
"Live HMAC Key","Live HMAC Key"
"Live Identifier (PBX_IDENTIFIANT)","Live Identifier (PBX_IDENTIFIANT)"
"Live Mode","Modo live"
"Live PSPID","Live PSPID"
"Live Password","Live Password"
"Live Rang (PBX_RANG)","Live Rang (PBX_RANG)"
"Live Site ID (PBX_SITE)","Live Site ID (PBX_SITE)"
"Logging","Logging"
"Login","Login"
"Login & Register","Login & Register"
"Login and password are required.","Login and password are required."
"Logo","Logo"
"Maestro","Maestro"
"Maestro UK","Maestro UK"
"Mail Order / Telephone Order (MoTo)","Pedido a través de correo electrónico / teléfono"
"Mail order/telephone order authorization","Autorización para pedido para e-Mail/pedido telefónico"
"Make sure that the request method is set to POST.","Asegúrese de que el método de la petición se ajusta a POST."
"Male","Masculino"
"Manage Stores","Administrar las tiendas"
"Manage Ogone Aliases","Manage Ogone Aliases"
"Mark all transactions as uncertain, except those from countries listed below.","Marcar todas las transacciones como incierto, excepto los de los países que figuran a continuación."
"MasterCard","MasterCard"
"MasterPass","MasterPass"
"MasterPass: Order Confirmation","MasterPass: Order Confirmation"
"Maximum Order Total","Cantidad máxima del pedido"
"Merchant Origin","Origen del comerciante"
"Merchant Reference","Referencia comerciante"
"Message","Notificación"
"Method Title","Method Title"
"Minimum Order Total","Cantidad mínima del pedido"
"Mobile Template","Mobile Template"
"Mobile Template URL","Mobile Template URL"
"Month","Mes"
"More failed transaction as the configured threshold of failed transactions.","Más fallida transacción que el umbral configurado de transacciones fallidas."
"My Ogone Aliases","My Ogone Aliases"
"Netherlands (NL)","Países Bajos (NL)"
"New Order","New Order"
"New Order Status","Estado de orden nuevo"
"New card","New card"
"Next Update Execution Date","Next Update Execution Date"
"No","No"
"No API password was provided.","Se le ha dado ninguna contraseña API"
"No API username was provided.","Se le ha dado ningún nombre de usuario API"
"No IBAN provided.","No IBAN siempre."
"No Items","No Items"
"No PSPID was provided.","No PSPID was provided."
"No additional payment information available.","No hay información adicional de pago disponible."
"No authorization method found for payment method !method.","Ningún método de autorización encontrado para el pago al !method."
"No button returned.","Botón no regresó."
"No day set in the date of birth field.","No hay un día fijado en la fecha de nacimiento de campo."
"No month set in the date of birth field.","No se encuentra en el mes de la fecha de nacimiento de campo."
"No refund possible.","Ningún reembolso posible"
"No shipping method needed.","No shipping method needed."
"No year set in the date of birth field.","Ningún año establecido en la fecha de nacimiento de campo."
"No, use the dropdown.","No, use the dropdown."
"Non 3D Secure Behavior","Comportamiento seguro para no 3D"
"Non 3D Secure Behavior Country List","Lista de Países de comportamiento seguro no 3D"
"None","None"
"Norway (NO)","Noruega (NO)"
"Not Germany","No Alemania"
"Notification URL","URL de notificación"
"Only an authorized transaction can be marked as finally declined.","Only an authorized transaction can be marked as finally declined."
"Only an uncertain transaction can be marked as finally declined.","Only an uncertain transaction can be marked as finally declined."
"Only authorized transaction can be cancelled.","Sólo las transacciones autorizadas se pueden cancelar."
"Only authorized transaction can be captured.","Sólo las transacciones autorizadas pueden ser contabilizadas"
"Only authorized transaction can be refunded.","Sólo las transacciones autorizadas pueden ser reembolsadas."
"Only captured transaction can be refunded.","Sólo las transacciones contabilizadas pueden ser reembolsadas"
"Only on captured transaction the flag customer refusing to pay can be set.","Only on captured transaction the flag customer refusing to pay can be set."
"Operation Mode","Modo de operación"
"Operation failed because of error code '@code'.","Operation failed because of error code '@code'."
"Operation is not allowed.","No se permite la operación."
"Operation is not supported.","La operación no es compatible."
"Operation is not supported. For this transaction id, an alias already exists.","La operación no es compatible. Ya existe un alias para este ID de transacción."
"Orange","Orange"
"Order #","Order #"
"Order Description","Descripción del pedido"
"Order Grand Total","Gran Total del Pedido"
"Order Information","Order Information"
"Order Prefix","Order Prefix"
"Order Review","Order Review"
"Order Summary","Order Summary"
"Order Total","Order Total"
"Order cancelled, because the customer was too long in the payment process of Ogone.","El pedido fue cancelado debido a que el cliente se encuentra demasiado tiempo en el proceso de pago de Ogone."
"Order is stored, but not finally authorized or captured.","Pedido se almacena, pero no completamente autorizado o contabilizado."
"Order prefix","Prefijo de orden"
"Order was placed using %s","Order was placed using %s"
"Orders","Orders"
"Orders with with payments that are longer pending than the specified timeout in minutes are cancelled automatically.","Pedidos cuyos pagos quedarán pendiente mayor que el tiempo definido en minutos se cancelarán automáticamente. Para utilizar esta función es necesario configurar Magento cron."
"PSPID Config","PSPID Config"
"Paid Amount","Cantidad pagada"
"Partial refund not possible. You may retry with the total transaction amount.","Reembolso parcial imposible. El importe es mayor que el importe total contabilizado."
"Password","Password"
"Password and password confirmation are not equal.","Password and password confirmation are not equal."
"Password for the API user.","Contraseña para el usuario API."
"Pay with ____paymentMethodName____","Pay with ____paymentMethodName____"
"Payment","Payment"
"Payment ID","ID de pago"
"Payment Id","ID de pago"
"Payment Information","Condiciones de venta"
"Payment Method","Forma de pago"
"Payment Method Listing","Listado de métodos de pago"
"Payment Page Title","Payment Page Title"
"Payment captured successfully.","Pago capturado con éxito."
"Payment could not be authorized. Cancelling order. Reason :","El pago no fue autorizado. El pedido será cancelado. Razón:"
"Payment details can be entered after placing the order","Detalles del pago se pueden introducir a partir del pedido"
"Payment from Applicable Countries","Payment from Applicable Countries"
"Payment from Specific Countries","Payment from Specific Countries"
"Payment from applicable countries","Pago de países aplicables"
"Payment from specific countries","Pago de países específicos"
"Payment is pending at OgoneCw","Pago está pendiente con OgoneCw"
"Payment method description","Descripción de la forma de pago"
"Payment with %s","Pago con %s"
"Payment with Ogone","Pago con Ogone"
"Payments may be updated periodically (interval in minutes). To use this feature you have to setup magento cron","Los pagos se pueden actualizar de forma automática (intervalo en minutos) via API (sie está activado). Para utilizar la función, el Magento Cron debe estar activado."
"Pending","Pendiente"
"Pending OgoneCw","Pending OgoneCw"
"Phone Number","Phone Number"
"Place Order","Place Order"
"Please agree to all the terms and conditions before placing the order.","Please agree to all the terms and conditions before placing the order."
"Please check the entered CVC number.","Por favor, compruebe el número de CVC introducido."
"Please check the entered credit card number.","Por favor, compruebe el número de la tarjeta de crédito introducida."
"Please enter here a salutation.","Por favor introduzca un tratamiento."
"Please enter here the Bank Identifier Code (BIC).","Por favor introduzca el Código de identificación bancaria (BIC)."
"Please enter here the CVC code from your card. You find the code on the back of the card.","Por favor, introduzca la CVC su tarjeta. Usted puede encontrar esto en la parte de atrás de su tarjeta de crédito."
"Please enter here the International Bank Account Number (IBAN).","Por favor introduzca el Número de Cuenta Bancaria Internacional (IBAN)."
"Please enter here the account holder name on the card.","Por favor introduzca el nombre titular de la cuenta de la tarjeta."
"Please enter here the account holder name.","Escriba aquí el nombre del titular."
"Please enter here the account number of your bank account.","Introduce el número de cuenta de tu cuenta bancaria."
"Please enter here the bank code of your bank.","Por favor, introduzca su código bancario."
"Please enter here the card holder name on the card.","Por favor indique el titular de la tarjeta a su tarjeta de crédito."
"Please enter here the commercial number of your company.","Por favor introduzca el número comercial de su empresa."
"Please enter here the name of the account owner.","Por favor, introduzca el nombre del titular de la cuenta bancaria"
"Please enter here the number on your card.","Por favor, introduzca su número de tarjeta"
"Please enter here the sales tax number of your company.","Por favor, introduzca aquí el número de impuesto sobre las ventas de su empresa."
"Please enter here your phone number.","Please enter here your phone number."
"Please enter here your social security number.","Por favor, introduzca aquí su número de seguro social."
"Please enter the location of your bank.","Por favor, introduzca la ubicación de su banco."
"Please enter the name of your bank.","Por favor escriba el nombre de su banco."
"Please enter your IBAN number.","Por favor, introduzca su número de IBAN."
"Please enter your issue number, if there is no CVC code on your card.","Por favor, introduzca su número de emisión, si no existe un código CVC de su tarjeta."
"Please enter your salutation.","Please enter your salutation."
"Please enter your salution.","Introduzca su saludo."
"Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.","Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>."
