"Account owner name.","Rekeninghouder naam"
"Action","Actie"
"Actions","Actions"
"Activate","Activate"
"Active","Actief"
"Add new","Add new"
"Additional Information","Additional Information"
"Adjust Qty","Pas de hoeveelheid"
"Adjustment Discount","Adjustment Discount"
"Adjustment Fee","Adjustment Fee"
"After payment selection","Na het selecteren van de betaalmethode"
"AfterPay","AfterPay"
"Ajax authorization not supported.","Ajax machtiging wordt niet ondersteund."
"Alias","Alias"
"Alias For Display","Alias ​​voor Beeldscherm"
"Alias Gateway","Alias Gateway"
"Alias Manager","Alias Manager"
"Alias Token","Alias Token"
"Alias manager","Alias manager"
"All Customers","All Customers"
"All country codes must match.","Alle land-codes moeten overeenkomen."
"Allowed Currencies","Allowed Currencies"
"Allowed currencies for this payment method","Toegestane valuta voor deze betaalmethode"
"Already registered?","Already registered?"
"Always Checkout as Guest","Always Checkout as Guest"
"American Express","American Express"
"Amount","Bedrag"
"Amount Incl. Tax","Amount Incl. Tax"
"An expiry month must be selected.","Een vervaldatum maand moet worden gekozen."
"An expiry year must be selected.","Een vervaldatum jaar moet worden gekozen."
"Are you a German merchant?","Bent u een Duitse koopman?"
"Are you sure you want to cancel this order?","Are you sure you want to cancel this order?"
"Austria (AT)","Oostenrijk (AT)"
"Author","Author"
"Authorization Amount","Autorisatie bedrag"
"Authorization Failed","Autorisatie mislukt"
"Authorization Method","Autorisatie Methode"
"Authorization is uncertain.","Autorisatie is onzeker"
"Authorization refused","Authorization refused"
"Authorized Status","Authorized Status"
"Await Notification","Await Notification"
"Awaiting confirmation","Awaiting confirmation"
"BIC","BIC"
"Background Color","Background Color"
"Bad signature format.","Bad signature format."
"Bank Location","Bank Locatie"
"Bank Name","Bank Naam"
"Bank account number","Bankrekeningnummer"
"Bank code number","Bankcode"
"Before payment selection","Vóór het selecteren van de betaalmethode"
"Belgium (BE)","België (BE)"
"BillPay","BillPay"
"Billing Address","Billing Address"
"Billing Information","Billing Information"
"Billing address","Factuuradres"
"Billpay","Billpay"
"Brand","Brand"
"Brand Country","Brand Country"
"Brand Name","Brand Name"
"Brand and card number do not match.","Kaarttype en kaartnummer niet overeenkomen."
"Button Background Color","Button Background Color"
"Button Text Color","Button Text Color"
"By setting the capturing the reservation can be captured directly after the order or later manually over the backend of the store.","By setting the capturing the reservation can be captured directly after the order or later manually over the backend of the store."
"CVC Code","CVC Code"
"Cancel","Cancel"
"Cancel ID","Cancel ID"
"Cancel pending orders when out of stock","Lopende orders te annuleren als het item is niet langer op voorraad."
"Cancel status","Cancel status"
"Canceled OgoneCw","Canceled OgoneCw"
"Canceling of this payment not possible!","Deze betaling kan niet worden geannuleerd!"
"Cancelled Status","Cancelled Status"
"Cannot update item quantity.","Kan product hoeveelheid niet bijwerken."
"Capture (Don't Close)","Capture (Don't Close)"
"Capture Amount","Capture Amount"
"Capture ID","Capture ID"
"Capture amount","Capture bedrag"
"Capture information","Boekingsinformatie"
"Capture status","Capture status"
"Capture: Don't Close","Capture: Don't Close"
"Captured Amount","Opgenomen bedrag"
"Captured Status","Captured Status"
"Captures","Captures"
"Captures & Refunds","Captures & Refunds"
"Capturing","Capturing"
"Card Expiration","Kaart vervaldatum"
"Card Expiry Date","Card Vervaldatum"
"Card Holder Name","Kaarthouder"
"Card IP address country does not match with the billing country.","Kaart IP-adres land niet overeenkomen met het land facturering."
"Card Number","Kaartnummer"
"Card issue country was on the black list and hence the transaction is marked as uncertain.","Card issue land was op de zwarte lijst en daarmee de transactie is gemarkeerd als onzeker."
"Card issue country was on the white list and hence the transaction is marked as uncertain.","Card issue land was op de witte lijst en daarmee de transactie is gemarkeerd als onzeker."
"Card issuer country does not match with the IP address country.","Kaartuitgever land komt niet overeen met het IP-adres land."
"Card issuer country does not match with the billing country.","Kaartuitgever land niet overeenkomen met het land facturering."
"Carrier Title","Carrier Title"
"Carte Bleue","Carte Bleue"
"Check out faster","Check out faster"
"Check to activate the external checkout.","Check to activate the external checkout."
"Checkout","Checkout"
"Checkout as Guest","Checkout as Guest"
"Checkout as a Guest or Register","Checkout as a Guest or Register"
"Checkout as a new customer","Checkout as a new customer"
"Checkout using your account","Checkout using your account"
"Checkout with MasterPass.","Checkout with MasterPass."
"Choose settlement after order in case you want an invoice to be created with your oder. The state of the invoice will set according to your capture status","Selecteer 'Creatie na de bestelling' als u wilt dat een factuur wordt gecreëerd. De status van de bestelling is gebaseerd op de boeken van de status."
"Company Commercial Number","Company Commerciële Nummer"
"Confirm Password","Confirm Password"
"Continue","Voortzetten"
"Copy the SHA-IN signature in the module and in the back-end of Ogone under the menu Technical Information > Origin Verification.","Kopieer de SHA-IN handtekening in de module en in de back-end van Ogone onder hTechnical Information > Origin Verification."
"Copy the SHA-OUT signature in the module and in the back-end of Ogone under and Technical Information > Transaction Feedback.","Kopieer de SHA-OUT handtekening in de module en in de back-end van Ogone onder Technical Information > Transaction Feedback."
"Could not convert object of type '!type' to string.","Kan niet converteren object van het type '!type' naar een string."
"Could not find a brand for the given card number.","Kan een merk voor de opgegeven kaartnummer niet vinden."
"Could not find pressed button.","Kon ingedrukte knop niet vinden."
"Could not find template file at default location '!location'.","Kan template bestand niet vinden op standaard locatie '!location'."
"Could not find the payment method !paymentMethodName.","Kan de betaalmethode !paymentMethodName niet vinden."
"Could not load layout from URL !url. Reason: !reason","Kon layout niet laden van URL !url. Reden: !reason"
"Country Check","Land verificatie"
"Create Account","Create Account"
"Create New Order - Payment","Create New Order - Payment"
"Create a recurring payment, with an existing alias is not supported","Create a recurring payment, with an existing alias is not supported"
"Create the SHA signatures (SHA-IN and SHA-OUT) with the !linkStart SHA signatures generator !linkEnd.","Maak de SHA handtekening (SHA-IN en SHA-OUT) met het !linkStart SHA handtekeningen generator !linkEnd."
"Creating an account has many benefits:","Creating an account has many benefits:"
"Creation Date","Creation Date"
"Credit Card Brands","Credit Card Brands"
"Credit Memo History","Credit Memo History"
"Credit Memo Totals","Credit Memo Totals"
"Credit memo's total must be positive.","Did you mean: Credit memos total must be positive.Totale creditnota's moet positief zijn."
"Currency","Valuta"
"Current Configuration Scope:","Huidige omvang van de configuratie:"
"Customer Account","Customer Account"
"Customer Alias Management","Customer Alias Management"
"Customer failed to pay","Customer failed to pay"
"Customer successfully returned from OgoneCw","De cliënt heeft met succes teruggekeerd van OgoneCw."
"Customer successfully returned from Ogone","Klant met succes terug uit Ogone"
"Customer sucessfully returned from the OgoneCw payment page.","Customer sucessfully returned from the OgoneCw payment page."
"Customers","Customers"
"Customweb","Customweb"
"Date","Datum"
"Date of Birth","Geboortedatum"
"Day","Dag"
"Deactivate","Deactivate"
"Dear customer we have received your billing and shipping information. In order to finish your order please create an account below or checkout as guest.","Dear customer we have received your billing and shipping information. In order to finish your order please create an account below or checkout as guest."
"Dear customer, it appears to us that your payment was successful, but we are still waiting for confirmation. You can wait on this page and we will redirect you after we received the confirmation. Or you can close this window and we will send out an order confirmation email.","Dear customer, it appears to us that your payment was successful, but we are still waiting for confirmation. You can wait on this page and we will redirect you after we received the confirmation. Or you can close this window and we will send out an order confirmation email."
"Default Config","Standaardconfiguratie"
"Default Values","Default Values"
"Deferred","Uitgestelde"
"Deferred (authorization)","Deferred (authorization)"
"Deferred capturing","De vertraagde boeking"
"Deferred settlement","Vertraagde creatie"
"Define a maximal order total for this checkout to be available.","Define a maximal order total for this checkout to be available."
"Define a minimal order total for this checkout to be available.","Define a minimal order total for this checkout to be available."
"Define here the title which is shown on the payment page. If no title is defined here the default one is used.","Define here the title which is shown on the payment page. If no title is defined here the default one is used."
"Delayed","Vertraagd"
"Delete","Verwijder"
"Delivery address","Afleveradres"
"Denmark (DK)","Denmark (DK)"
"Description","Beschrijving"
"Diners Club","Diners Club"
"Direct Debits","Direct Debits"
"Direct E-Banking","Direct E-Banking"
"Direct Link","Direct Link"
"Direct capture after order","Directe boeking"
"Directly after order","Direct na bestelling"
"Directly after order (sale)","Directly after order (sale)"
"Disabled","Invalide"
"Discount","Discount"
"Discount Amount","Bedrag van de korting"
"Discover Card","Discover Card"
"Do never mark the transaction as uncertain, except those from countries listed below.","Mis nooit de transactie markeren als onzeker, behalve die van hieronder vermelde landen."
"Don't change order status","Heeft orderstatus niet wijzigen"
"Don't change the layout of the payment page","Geen verandering van de lay-out van de betaalpagina"
"Don't use template (standard Ogone)","Geen template gebruiken (standaard Ogone)"
"During authorization","Tijdens de autorisatie"
"Dynamic Template","Dynamische Template"
"Edit","Bewerken"
"Edit Invoice #%s","Edit Invoice #%s"
"Edit Invoice %s","Edit Invoice %s"
"Email Address","Email Address"
"Empty version number field name","Empty version number field name"
"Enable or disable logging.","Enable or disable logging."
"Enable the desired payment methods.","Activeer de gewenste betaalmethodes."
"Enable the payment method","Betaalmethode inschakelen"
"Enabled","Ingeschakeld"
"Enter the PSPID for the test and live (if available) mode.","Voer de PSP ID voor de test en wonen (indien beschikbaar) modus."
"Enter the PSPID of Ogone.","Vul hier je PSPID van Ogone ingeven."
"Enter the URLs in the PSP Technical Information > Transaction Feedback. Make sure that the feedback is set to &quot;Online but switch to a deferred request when the online requests fail&quot;.","Voer de URL's in de PSP Technical Information > Transaction Feedback. Zorg ervoor dat de feedback is ingesteld op&quot;Online maar overschakelen naar een uitgestelde aanvraag bij het ​​online aanvragen fail&quot;."
"Enter the date on which your card expires.","Voer de vervaldatum van de kaart"
"Enter the live SHA-IN passphrase. This value must be identical to the one in the back-end of Ogone.","Voer de live SHA-IN passphrase in te voeren. Deze waarde moet gelijk zijn aan die in de back-end van Ogone."
"Enter the live SHA-OUT passphrase. This value must be identical to the one in the back-end of Ogone.","Voer de live SHA-OUT passphrase in te voeren. Deze waarde moet gelijk zijn aan die in de back-end van Ogone."
"Enter the test PSPID of Ogone.","Vul hier je test PSPID van Ogone ingeven."
"Enter the test SHA-IN passphrase. This value must be identical to the one in the back-end of Ogone.","Voer de test SHA-IN passphrase in te voeren. Deze waarde moet gelijk zijn aan die in de back-end van Ogone."
"Enter the test SHA-OUT passphrase. This value must be identical to the one in the back-end of Ogone.","Voer de test SHA-OUT passphrase in te voeren. Deze waarde moet gelijk zijn aan die in de back-end van Ogone."
"Equens (Direct Debits NL)","Equens (Direct Debits NL)"
"Error with the length of the validation date.","Error with the length of the validation date."
"Excl. Tax","Excl. belasting"
"Expiry date contains non-numeric data.","Vervaldatum bevat niet-numerieke gegevens."
"Expiry date is in wrong format.","Vervaldatum is in de verkeerde indeling."
"Expiry date must be in the future.","Vervaldatum moet in de toekomst."
"External Checkout","External Checkout"
"External Checkout: Guest Checkout","External Checkout: Guest Checkout"
"Failed","Mislukt"
"Failed payment authorization.","Mislukte betaling toestemming."
"Failure during cancellation of the transaction. (Cancellation reason: Customer did not pay","Falen tijdens de annulering van de transactie. Annulering reden: de klant heeft niet betaald"
"Failure during capturing of the transaction. Check the ____paymentServiceProvider____ backend for the current state of the transaction.","Failure during capturing of the transaction. Check the ____paymentServiceProvider____ backend for the current state of the transaction."
"Female","Vrouw"
"Figure !number:","Figure !number:"
"Finland (FI)","Finland (FI)"
"Font Family","Font Family"
"For a maintenance request a payment id must be set on the transaction.","Voor een verzoek om onderhoud een betaling id moet worden ingesteld op de transactie."
"Forgot Your Password?","Forgot Your Password?"
"Forgot your password?","Forgot your password?"
"France (FR)","Frankrijk (FR)"
"Gender","Geslacht"
"Germany","Duitsland"
"Germany (DE)","Germany (DE)"
"Germany (no code)","Duitsland (geen code)"
"Get Update","Get Update"
"Great Britain (GB)","Groot-Brittannië (GB)"
"Green","Green"
"HTTP Status Changes URL","URL voor HTTP Status Wijzigingen"
"HTTP Status for Refused Payments","Status voor geweigerde betalingen ((volgens een HTTP verzoek om statusverandering)"
"HTTP Status for Successful Payments","Status voor succesvolle betalingen (volgens een HTTP verzoek om statusverandering)"
"Hash calculation method","Hash berekening"
"Here you can define a Shop ID. This is only necessary if you wish to operate several shops with one PSPID. In order to use this module, an additional module is required.","Hier kunt u een Winkel ID definiëren. Dit is alleen nodig als je wilt om verschillende winkels te werken met een PSPID. Om deze module is een extra module vereist."
"Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Authorize.net. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id}).","Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Authorize.net. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id})."
"Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Ogone. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id}).","Hier kunt u een bestel prefix voor de order definiëren. Het voorvoegsel kunt u het ordernummer dat wordt doorgegeven aan Ogone veranderen. Het voorvoegsel moet de tag {id} bevatten. Het zal dan worden vervangen door het ordernummer (bijv. name_{id})."
"Hide","Hide"
"Horizontally grouped logos with no group names","Horizontaal gegroepeerd logo's zonder groepsnamen"
"Horizontally grouped logos with the name on the left side","Horizontaal gegroepeerd logo met de naam aan de linkerkant"
"IBAN","IBAN"
"IBAN number","IBAN-nummer"
"IP country and billing country code must match.","IP land en facturering landcode moeten overeenkomen."
"IP country code and issuer country code must match.","IP landcode en emittent landcode moeten overeenkomen."
"If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore.","Als er slechts een product op voorraad is en de betaling van de klant (de exacte koopt dit product) faalt, zolang het product wordt gereserveerd tot de bestelling wordt geannuleerd (zie Time-out optie). Schakel deze optie in als u NIET wilt dat het product zal worden gereserveerd. Bestellingen met een mislukte of afgebroken status van de betaling wordt meteen geannuleerd."
"If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore. Be careful though: If you enable this option, there is a chance that payments are made with the corresponding order being already canceled.","If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore. Be careful though: If you enable this option, there is a chance that payments are made with the corresponding order being already canceled."
"If it is not applicable leave the field empty.","Als het niet van toepassing laat het veld leeg."
"If the Alias Manager is used, the intended purpose is shown to the customer on the payment page. Through this the customer knows why his data is saved.","Als de Alias ​​Manager wordt gebruikt, wordt de doel weergegeven aan de klant op de betaalpagina. Zo weet de klant waarom de gegevens zijn opgeslagen."
"If the status is 'Pending' it is unclear whether the transaction will be cancelled successfully.","Als de status 'Pending' het is onduidelijk of de transactie met succes zal worden geannuleerd."
"If the status is 'Pending' it is unclear whether the transaction will be captured successfully.","Als de status 'Pending' het is onduidelijk of de transactie met succes zal worden vastgelegd."
"If the status is 'Pending' it is unclear whether the transaction will be refunded successfully.","Als de status 'Pending' het is onduidelijk of de transactie met succes zal worden terugbetaald."
"If the test mode is selected the test PSPID is used and the test SHA passphrases.","In de testmodus de test PSPID en de test SHA test passphrase worden automatisch gebruikt"
"If the test mode is selected the test account is used. Otherwise the configured account is used.","If the test mode is selected the test account is used. Otherwise the configured account is used."
"If you have any issues with the module please feel free to contact us. See our <a href='https://www.sellxed.com/en/support' target='_blank'>support page</a> for more information.","If you have any issues with the module please feel free to contact us. See our <a href='https://www.sellxed.com/en/support' target='_blank'>support page</a> for more information."
"If you select this checkbox, the payment will be captured at the PSP and you can not add additional captures.","If you select this checkbox, the payment will be captured at the PSP and you can not add additional captures."
"If you would like to use recurring payments, you need our magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>.","If you would like to use recurring payments, you need our magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>."
"Image Brand Selection","Image Brand Selection"
"In case hidden authorization is used, the brand of the credit card is detected by the card number and the card number is validated accordingly. This setting enables the restriction of the allowed brands.","Bij verborgen bevoegdheid gebruik wordt gemaakt, is het merk van de creditcard gedetecteerd door het kaartnummer en het kaartnummer wordt dienovereenkomstig gevalideerd. Met deze instelling kan de beperking van de toegestane merken."
"In case the payment page is used with this payment method the different credit card brands are listed on the payment page of Ogone. This setting controlls the display of them.","In het geval dat de betaalpagina wordt gebruikt met deze betaalmethode de verschillende credit card merken staan ​​vermeld op de betaalpagina van Ogone. Deze instelling controlls de weergave van hen."
"In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited.","In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited."
"In some cases the transaction requires a few seconds until it is successfully authorized. When this option is enabled the user is hold until the transaction reach the final state. If this is not the case in 30 seconds a message is shown to the customer, which explains the situation.","In some cases the transaction requires a few seconds until it is successfully authorized. When this option is enabled the user is hold until the transaction reach the final state. If this is not the case in 30 seconds a message is shown to the customer, which explains the situation."
"Inactive","Inactief"
"Incl. Tax","Incl. belasting"
"Information","Information"
"Ingenico (Direct Debits AT)","Ingenico (Direct Debits AT)"
"Intended purpose of alias","Doel van de alias"
"Invalid CVC format.","Ongeldige CVC-formaat."
"Invalid expiry month.","Invalid expiry month."
"Invalid login or password.","Invalid login or password."
"Invoice Items","Factuur items"
"Invoice Settlement","Invoice Settlement"
"Invoice Totals","Factuurtotalen"
"Invoice settlement","Creatie van de rekening"
"Invoice was created successfully","Het rekening is gemaakt met goed gevolg"
"Invoices","Facturen"
"Issue Number","Albumreeks"
"Issuer country code and billing country code.","Emittent landcode en facturering landcode."
"It is not possible to checkout in your country.","It is not possible to checkout in your country."
"Italy (IT)","Italië (IT)"
"Item","Item"
"Items","Items"
"Items Refunded","Items Refunded"
"JCB","JCB"
"Klarna","Klarna"
"Learn More","Learn More"
"Live HMAC Key","Live HMAC Key"
"Live Identifier (PBX_IDENTIFIANT)","Live Identifier (PBX_IDENTIFIANT)"
"Live Mode","Live Mode"
"Live PSPID","Live PSPID"
"Live Password","Live Password"
"Live Rang (PBX_RANG)","Live Rang (PBX_RANG)"
"Live Site ID (PBX_SITE)","Live Site ID (PBX_SITE)"
"Logging","Logging"
"Login","Login"
"Login & Register","Login & Register"
"Login and password are required.","Login and password are required."
"Logo","Logo"
"Maestro","Maestro"
"Maestro UK","Maestro UK"
"Mail Order / Telephone Order (MoTo)","Mail Order / Telephone Order (MoTo)"
"Mail order/telephone order authorization","Postorder / telefonische bestellingen machtiging"
"Make sure that the request method is set to POST.","Zorg ervoor dat het verzoek methode is ingesteld om POST."
"Male","Mannelijk"
"Manage Stores","Beheer winkels"
"Manage Ogone Aliases","Manage Ogone Aliases"
"Mark all transactions as uncertain, except those from countries listed below.","Markeer alle transacties als onzeker, behalve die van hieronder vermelde landen."
"MasterCard","MasterCard"
"MasterPass","MasterPass"
"MasterPass: Order Confirmation","MasterPass: Order Confirmation"
"Maximum Order Total","Maximum Bestel Total"
"Merchant Origin","Merchant oorsprong"
"Merchant Reference","Merchant referentie"
"Message","Bericht"
"Method Title","Method Title"
"Minimum Order Total","Minimum Bestel Total"
"Mobile Template","Mobile Template"
"Mobile Template URL","Mobile Template URL"
"Month","Maand"
"More failed transaction as the configured threshold of failed transactions.","Meer mislukte transactie als de geconfigureerde drempel van mislukte transacties."
"My Ogone Aliases","My Ogone Aliases"
"Netherlands (NL)","Nederland (NL)"
"New Order","New Order"
"New Order Status","Niewe bestelstatus"
"New card","New card"
"Next Update Execution Date","Next Update Execution Date"
"No","Geen"
"No API password was provided.","Geen API wachtwoord werd opgegeven."
"No API username was provided.","Geen API gebruikersnaam werd opgegeven."
"No IBAN provided.","Geen IBAN verstrekt."
"No Items","No Items"
"No PSPID was provided.","No PSPID was provided."
"No additional payment information available.","Geen extra betaling informatie beschikbaar"
"No authorization method found for payment method !method.","Geen vergunning methode gevonden voor de betalingswijze"
"No button returned.","Geen knop terug."
"No day set in the date of birth field.","Geen dag in de geboortedatum veld."
"No month set in the date of birth field.","Geen maand in te stellen in de geboortedatum veld."
"No refund possible.","Geen terugbetaling mogelijk"
"No shipping method needed.","No shipping method needed."
"No year set in the date of birth field.","Geen jaar in de geboortedatum veld."
"No, use the dropdown.","No, use the dropdown."
"Non 3D Secure Behavior","Niet 3D Secure Gedrag"
"Non 3D Secure Behavior Country List","Niet 3D Secure Gedrag Land Lijst"
"None","None"
"Norway (NO)","Norway (NO)"
"Not Germany","Niet Duitsland"
"Notification URL","URL van de kennisgeving"
"Only an authorized transaction can be marked as finally declined.","Only an authorized transaction can be marked as finally declined."
"Only an uncertain transaction can be marked as finally declined.","Only an uncertain transaction can be marked as finally declined."
"Only authorized transaction can be cancelled.","Alleen geautoriseerde transacties kan worden geannuleerd."
"Only authorized transaction can be captured.","Alleen geautoriseerde transacties kunnen worden geregistreerd"
"Only authorized transaction can be refunded.","Alleen geautoriseerde transacties kunnen worden bijgeschreven."
"Only captured transaction can be refunded.","Alleen opgenomen transacties kunnen worden bijgeschreven."
"Only on captured transaction the flag customer refusing to pay can be set.","Only on captured transaction the flag customer refusing to pay can be set."
"Operation Mode","Bedrijfsmodus"
"Operation failed because of error code '@code'.","Operation failed because of error code '@code'."
"Operation is not allowed.","Bediening is niet toegestaan​​."
"Operation is not supported.","Bediening wordt niet ondersteund."
"Operation is not supported. For this transaction id, an alias already exists.","De werking wordt niet ondersteund. Voor deze transactie-ID, een alias bestaat reeds."
"Orange","Orange"
"Order #","Order #"
"Order Description","Bestel Beschrijving"
"Order Grand Total","Bestel Grand Total"
"Order Information","Order Information"
"Order Prefix","Order Prefix"
"Order Review","Order Review"
"Order Summary","Order Summary"
"Order Total","Order Total"
"Order cancelled, because the customer was too long in the payment process of Ogone.","De bestelling is geannuleerd omdat de klant was te lang gevestigd in het betalingsproces van Ogone."
"Order is stored, but not finally authorized or captured.","Order wordt opgeslagen, maar niet definitief geautoriseerd of opgenomen."
"Order prefix","Bestel prefix"
"Order was placed using %s","Order was placed using %s"
"Orders","Orders"
"Orders with with payments that are longer pending than the specified timeout in minutes are cancelled automatically.","Bestellingen waarvan de betaling is in behandeling langer dan de gedefinieerde time-out in minuten automatisch geannuleerd. Om deze functie moet je setup Magento cron gebruiken."
"PSPID Config","PSPID Config"
"Paid Amount","Betaalde bedrag"
"Partial refund not possible. You may retry with the total transaction amount.","Gedeeltelijke terugbetaling is niet mogelijk. Het bedrag hoger is dan het totale bedrag."
"Password","Password"
"Password and password confirmation are not equal.","Password and password confirmation are not equal."
"Password for the API user.","Wachtwoord voor de API gebruiker."
"Pay with ____paymentMethodName____","Pay with ____paymentMethodName____"
"Payment","Payment"
"Payment ID","Betaling ID"
"Payment Id","Betaling ID"
"Payment Information","Informatie over betaling"
"Payment Method","Betalingsmethode"
"Payment Method Listing","Lijst van betalingsmethoden"
"Payment Page Title","Payment Page Title"
"Payment captured successfully.","Betaling succes gevangen"
"Payment could not be authorized. Cancelling order. Reason :","De betaling is niet geatoriseerde. De bestelling wordt geannuleerd. Reden:"
"Payment details can be entered after placing the order","Betaling informatie kan worden ingevoerd na het plaatsen van de bestelling"
"Payment from Applicable Countries","Payment from Applicable Countries"
"Payment from Specific Countries","Payment from Specific Countries"
"Payment from applicable countries","Betaling van de toepasselijke landen"
"Payment from specific countries","Betaling van specifieke landen"
"Payment is pending at OgoneCw","Betaling in behandeling bij OgoneCw"
"Payment method description","Beschrijving van de betaalmethode"
"Payment with %s","Payment with %s"
"Payment with Ogone","Betalen met Ogone"
"Payments may be updated periodically (interval in minutes). To use this feature you have to setup magento cron","Betalingen kunnen automatisch worden bijgewerkt (in minuten) via API (indien ingeschakeld). Om de functie te gebruiken, moet de Magento Cron worden ingeschakeld."
"Pending","Pending"
"Pending OgoneCw","Pending OgoneCw"
"Phone Number","Phone Number"
"Place Order","Place Order"
"Please agree to all the terms and conditions before placing the order.","Please agree to all the terms and conditions before placing the order."
"Please check the entered CVC number.","Controleer de ingevoerde CVC nummer."
"Please check the entered credit card number.","Controleer de ingevoerde creditcardnummer."
"Please enter here a salutation.","Vul hier een aanhef."
"Please enter here the Bank Identifier Code (BIC).","Vul hier de Bank Identifier Code (BIC)."
"Please enter here the CVC code from your card. You find the code on the back of the card.","Voer hier het CVC uw kaart in te voeren. U kunt dit vinden op de achterkant van uw creditcard."
"Please enter here the International Bank Account Number (IBAN).","Voer hier het International Bank Account Number (IBAN)."
"Please enter here the account holder name on the card.","Vul hier de naam rekeninghouder op de kaart."
"Please enter here the account holder name.","Vul hier de naam van de rekeninghouder."
"Please enter here the account number of your bank account.","Vul het rekeningnummer van uw bankrekening in te voeren"
"Please enter here the bank code of your bank.","Vul hier de bankcode van uw bank in te voeren"
"Please enter here the card holder name on the card.","Geef de kaarthouder een"
"Please enter here the commercial number of your company.","Vul hier het commerciële nummer van uw bedrijf."
"Please enter here the name of the account owner.","Vul de naam van de rekeninghouder in te voeren"
"Please enter here the number on your card.","Vul het kaartnummer van uw creditcard in te voeren"
"Please enter here the sales tax number of your company.","Vul hier de omzetbelasting nummer van uw bedrijf."
"Please enter here your phone number.","Please enter here your phone number."
"Please enter here your social security number.","Vul hier uw sofi-nummer."
"Please enter the location of your bank.","Vul de locatie van uw bank."
"Please enter the name of your bank.","Vul de naam van uw bank."
"Please enter your IBAN number.","Gelieve uw IBAN-nummer."
